2025-10-24T03:43:20.000000000Z [inf]  Starting Container
2025-10-24T03:44:21.170890449Z [err]    File "<frozen importlib._bootstrap>", line 1147, in _find_and_load_unlocked
2025-10-24T03:44:21.170909018Z [err]    File "<frozen importlib._bootstrap>", line 690, in _load_unlocked
2025-10-24T03:44:21.170922755Z [err]    File "<frozen importlib._bootstrap_external>", line 940, in exec_module
2025-10-24T03:44:21.170929933Z [err]    File "<frozen importlib._bootstrap>", line 241, in _call_with_frames_removed
2025-10-24T03:44:21.170937540Z [err]    File "/app/app/main.py", line 7, in <module>
2025-10-24T03:44:21.170946966Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:44:21.170955331Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:44:21.170963541Z [err]      ```python
2025-10-24T03:44:21.170970906Z [err]      ^
2025-10-24T03:44:21.170978245Z [err]  SyntaxError: invalid syntax
2025-10-24T03:44:22.350499479Z [inf]  Initializing...
2025-10-24T03:44:27.356634156Z [inf]  Starting Google Drive sync worker...
2025-10-24T03:44:27.356644087Z [inf]  Starting ingestion worker...
2025-10-24T03:44:27.356650170Z [inf]  Starting Uvicorn server...
2025-10-24T03:44:27.415993104Z [err]  Traceback (most recent call last):
2025-10-24T03:44:27.415998598Z [err]    File "/app/run_worker.py", line 3, in <module>
2025-10-24T03:44:27.416003373Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:44:27.416008831Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:44:27.416015343Z [err]      ```python
2025-10-24T03:44:27.416025624Z [err]      ^
2025-10-24T03:44:27.416034866Z [err]  SyntaxError: invalid syntax
2025-10-24T03:44:28.485711040Z [err]  Traceback (most recent call last):
2025-10-24T03:44:28.485717918Z [err]    File "/usr/local/bin/uvicorn", line 8, in <module>
2025-10-24T03:44:28.485725041Z [err]      sys.exit(main())
2025-10-24T03:44:28.485732778Z [err]               ^^^^^^
2025-10-24T03:44:28.485739110Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1462, in __call__
2025-10-24T03:44:28.485745954Z [err]      return self.main(*args, **kwargs)
2025-10-24T03:44:28.485752633Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:28.485759941Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1383, in main
2025-10-24T03:44:28.485767536Z [err]      rv = self.invoke(ctx)
2025-10-24T03:44:28.485774640Z [err]           ^^^^^^^^^^^^^^^^
2025-10-24T03:44:28.485781774Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1246, in invoke
2025-10-24T03:44:28.485788294Z [err]      return ctx.invoke(self.callback, **ctx.params)
2025-10-24T03:44:28.485794501Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:28.485800411Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 814, in invoke
2025-10-24T03:44:28.485807356Z [err]      return callback(*args, **kwargs)
2025-10-24T03:44:28.485814054Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:28.485820410Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 423, in main
2025-10-24T03:44:28.485827236Z [err]      run(
2025-10-24T03:44:28.485833170Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 593, in run
2025-10-24T03:44:28.485840125Z [err]      server.run()
2025-10-24T03:44:28.485846843Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 67, in run
2025-10-24T03:44:28.485852617Z [err]      return asyncio_run(self.serve(sockets=sockets), loop_factory=self.config.get_loop_factory())
2025-10-24T03:44:28.491489347Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:28.491496826Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/_compat.py", line 30, in asyncio_run
2025-10-24T03:44:28.491508754Z [err]      return runner.run(main)
2025-10-24T03:44:28.491516162Z [err]             ^^^^^^^^^^^^^^^^
2025-10-24T03:44:28.491528717Z [err]    File "/usr/local/lib/python3.11/asyncio/runners.py", line 118, in run
2025-10-24T03:44:28.491536210Z [err]      return self._loop.run_until_complete(task)
2025-10-24T03:44:28.491543960Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:28.491551391Z [err]    File "/usr/local/lib/python3.11/asyncio/base_events.py", line 654, in run_until_complete
2025-10-24T03:44:28.491558280Z [err]      return future.result()
2025-10-24T03:44:28.491565663Z [err]             ^^^^^^^^^^^^^^^
2025-10-24T03:44:28.491572636Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 71, in serve
2025-10-24T03:44:28.491579823Z [err]      await self._serve(sockets)
2025-10-24T03:44:28.491587183Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 78, in _serve
2025-10-24T03:44:28.491598330Z [err]      config.load()
2025-10-24T03:44:28.491606535Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/config.py", line 439, in load
2025-10-24T03:44:28.491616643Z [err]      self.loaded_app = import_from_string(self.app)
2025-10-24T03:44:28.491624342Z [err]                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:28.491630857Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/importer.py", line 19, in import_from_string
2025-10-24T03:44:28.491638516Z [err]      module = importlib.import_module(module_str)
2025-10-24T03:44:28.491645763Z [err]               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:28.491652988Z [err]    File "/usr/local/lib/python3.11/importlib/__init__.py", line 126, in import_module
2025-10-24T03:44:28.492213486Z [err]      return _bootstrap._gcd_import(name[level:], package, level)
2025-10-24T03:44:28.492222557Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:28.492228829Z [err]    File "<frozen importlib._bootstrap>", line 1204, in _gcd_import
2025-10-24T03:44:28.492235343Z [err]    File "<frozen importlib._bootstrap>", line 1176, in _find_and_load
2025-10-24T03:44:28.492242116Z [err]    File "<frozen importlib._bootstrap>", line 1147, in _find_and_load_unlocked
2025-10-24T03:44:28.492248202Z [err]    File "<frozen importlib._bootstrap>", line 690, in _load_unlocked
2025-10-24T03:44:28.492254538Z [err]    File "<frozen importlib._bootstrap_external>", line 940, in exec_module
2025-10-24T03:44:28.492261396Z [err]    File "<frozen importlib._bootstrap>", line 241, in _call_with_frames_removed
2025-10-24T03:44:28.492271220Z [err]    File "/app/app/main.py", line 7, in <module>
2025-10-24T03:44:28.492277958Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:44:28.492286479Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:44:28.492293971Z [err]      ```python
2025-10-24T03:44:28.492301528Z [err]      ^
2025-10-24T03:44:28.492308493Z [err]  SyntaxError: invalid syntax
2025-10-24T03:44:29.453743463Z [inf]  Initializing...
2025-10-24T03:44:34.388134674Z [inf]  Starting Google Drive sync worker...
2025-10-24T03:44:34.388141142Z [inf]  Starting ingestion worker...
2025-10-24T03:44:34.388147976Z [inf]  Starting Uvicorn server...
2025-10-24T03:44:34.388154506Z [err]  Traceback (most recent call last):
2025-10-24T03:44:34.388161008Z [err]    File "/app/run_worker.py", line 3, in <module>
2025-10-24T03:44:34.388167073Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:44:34.388172198Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:44:34.388177181Z [err]      ```python
2025-10-24T03:44:34.388182939Z [err]      ^
2025-10-24T03:44:34.388187740Z [err]  SyntaxError: invalid syntax
2025-10-24T03:44:34.622627194Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 814, in invoke
2025-10-24T03:44:34.622640001Z [err]      return callback(*args, **kwargs)
2025-10-24T03:44:34.622642674Z [err]  Traceback (most recent call last):
2025-10-24T03:44:34.622650105Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:34.622650838Z [err]    File "/usr/local/bin/uvicorn", line 8, in <module>
2025-10-24T03:44:34.622657241Z [err]      sys.exit(main())
2025-10-24T03:44:34.622658994Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 423, in main
2025-10-24T03:44:34.622662831Z [err]               ^^^^^^
2025-10-24T03:44:34.622667229Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1462, in __call__
2025-10-24T03:44:34.622672400Z [err]      return self.main(*args, **kwargs)
2025-10-24T03:44:34.622673950Z [err]      run(
2025-10-24T03:44:34.622678378Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:34.622683376Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1383, in main
2025-10-24T03:44:34.622683732Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 593, in run
2025-10-24T03:44:34.622688339Z [err]      rv = self.invoke(ctx)
2025-10-24T03:44:34.622691821Z [err]      server.run()
2025-10-24T03:44:34.622694268Z [err]           ^^^^^^^^^^^^^^^^
2025-10-24T03:44:34.622700727Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 67, in run
2025-10-24T03:44:34.622700890Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1246, in invoke
2025-10-24T03:44:34.622706291Z [err]      return ctx.invoke(self.callback, **ctx.params)
2025-10-24T03:44:34.622709289Z [err]      return asyncio_run(self.serve(sockets=sockets), loop_factory=self.config.get_loop_factory())
2025-10-24T03:44:34.622711443Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:34.624123178Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:34.624130420Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/_compat.py", line 30, in asyncio_run
2025-10-24T03:44:34.624135420Z [err]      return runner.run(main)
2025-10-24T03:44:34.624139592Z [err]             ^^^^^^^^^^^^^^^^
2025-10-24T03:44:34.624143764Z [err]    File "/usr/local/lib/python3.11/asyncio/runners.py", line 118, in run
2025-10-24T03:44:34.624148085Z [err]      return self._loop.run_until_complete(task)
2025-10-24T03:44:34.624152288Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:34.624157872Z [err]    File "/usr/local/lib/python3.11/asyncio/base_events.py", line 654, in run_until_complete
2025-10-24T03:44:34.624163302Z [err]      return future.result()
2025-10-24T03:44:34.624171093Z [err]             ^^^^^^^^^^^^^^^
2025-10-24T03:44:34.624177122Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 71, in serve
2025-10-24T03:44:34.624182495Z [err]      await self._serve(sockets)
2025-10-24T03:44:34.624188082Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 78, in _serve
2025-10-24T03:44:34.624193731Z [err]      config.load()
2025-10-24T03:44:34.624199361Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/config.py", line 439, in load
2025-10-24T03:44:34.624205320Z [err]      self.loaded_app = import_from_string(self.app)
2025-10-24T03:44:34.624211317Z [err]                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:34.624218552Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/importer.py", line 19, in import_from_string
2025-10-24T03:44:34.624224510Z [err]      module = importlib.import_module(module_str)
2025-10-24T03:44:34.624230338Z [err]               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:34.624236147Z [err]    File "/usr/local/lib/python3.11/importlib/__init__.py", line 126, in import_module
2025-10-24T03:44:34.626546332Z [err]      return _bootstrap._gcd_import(name[level:], package, level)
2025-10-24T03:44:34.626552534Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:34.626558297Z [err]    File "<frozen importlib._bootstrap>", line 1204, in _gcd_import
2025-10-24T03:44:34.626563775Z [err]    File "<frozen importlib._bootstrap>", line 1176, in _find_and_load
2025-10-24T03:44:34.626569266Z [err]    File "<frozen importlib._bootstrap>", line 1147, in _find_and_load_unlocked
2025-10-24T03:44:34.626574778Z [err]    File "<frozen importlib._bootstrap>", line 690, in _load_unlocked
2025-10-24T03:44:34.626580653Z [err]    File "<frozen importlib._bootstrap_external>", line 940, in exec_module
2025-10-24T03:44:34.626586127Z [err]    File "<frozen importlib._bootstrap>", line 241, in _call_with_frames_removed
2025-10-24T03:44:34.626591363Z [err]    File "/app/app/main.py", line 7, in <module>
2025-10-24T03:44:34.626597282Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:44:34.626603735Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:44:34.626609435Z [err]      ```python
2025-10-24T03:44:34.626614723Z [err]      ^
2025-10-24T03:44:34.626620156Z [err]  SyntaxError: invalid syntax
